recording_id,original_id,filename,audio_path,label,class_id,split,source_library,source_label,samplerate,channels,date,guntype,caliber,distance,angle,suppressor,window_size,impulse_position
Large_Metal_Rusty Door-SoundBible_uid-ihz0ur,ihz0ur,Large_Metal_Rusty Door-SoundBible_uid-ihz0ur.wav,audio/Large_Metal_Rusty Door-SoundBible_uid-ihz0ur.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Large_Metal_Rusty Door-SoundBible_uid-xn083m,xn083m,Large_Metal_Rusty Door-SoundBible_uid-xn083m.wav,audio/Large_Metal_Rusty Door-SoundBible_uid-xn083m.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Little_Girl_Talking-Mike_Koenig-782373463_uid-embfqd,embfqd,Little_Girl_Talking-Mike_Koenig-782373463_uid-embfqd.wav,audio/Little_Girl_Talking-Mike_Koenig-782373463_uid-embfqd.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Little_Girl_Talking-Mike_Koenig-782373463_uid-j15zel,j15zel,Little_Girl_Talking-Mike_Koenig-782373463_uid-j15zel.wav,audio/Little_Girl_Talking-Mike_Koenig-782373463_uid-j15zel.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Little_Girl_Talking-Mike_Koenig-782373463_uid-k5273w,k5273w,Little_Girl_Talking-Mike_Koenig-782373463_uid-k5273w.wav,audio/Little_Girl_Talking-Mike_Koenig-782373463_uid-k5273w.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Little_Girl_Talking-Mike_Koenig-782373463_uid-smhgf9,smhgf9,Little_Girl_Talking-Mike_Koenig-782373463_uid-smhgf9.wav,audio/Little_Girl_Talking-Mike_Koenig-782373463_uid-smhgf9.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Little_Girl_Talking-Mike_Koenig-782373463_uid-zkco2a,zkco2a,Little_Girl_Talking-Mike_Koenig-782373463_uid-zkco2a.wav,audio/Little_Girl_Talking-Mike_Koenig-782373463_uid-zkco2a.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Metal_Gong-Dianakc-109711828_uid-lhnelh,lhnelh,Metal_Gong-Dianakc-109711828_uid-lhnelh.wav,audio/Metal_Gong-Dianakc-109711828_uid-lhnelh.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Metal_Gong-Dianakc-109711828_uid-rq5l1a,rq5l1a,Metal_Gong-Dianakc-109711828_uid-rq5l1a.wav,audio/Metal_Gong-Dianakc-109711828_uid-rq5l1a.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Metal_Gong-Dianakc-109711828_uid-uc2x01,uc2x01,Metal_Gong-Dianakc-109711828_uid-uc2x01.wav,audio/Metal_Gong-Dianakc-109711828_uid-uc2x01.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Mother_In_Law-SoundBible_uid-2i8a7l,2i8a7l,Mother_In_Law-SoundBible_uid-2i8a7l.wav,audio/Mother_In_Law-SoundBible_uid-2i8a7l.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Mother_In_Law-SoundBible_uid-4pm43v,4pm43v,Mother_In_Law-SoundBible_uid-4pm43v.wav,audio/Mother_In_Law-SoundBible_uid-4pm43v.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Mother_In_Law-SoundBible_uid-5qenfz,5qenfz,Mother_In_Law-SoundBible_uid-5qenfz.wav,audio/Mother_In_Law-SoundBible_uid-5qenfz.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Mother_In_Law-SoundBible_uid-ldj5n1,ldj5n1,Mother_In_Law-SoundBible_uid-ldj5n1.wav,audio/Mother_In_Law-SoundBible_uid-ldj5n1.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Mother_In_Law-SoundBible_uid-r2q9l6,r2q9l6,Mother_In_Law-SoundBible_uid-r2q9l6.wav,audio/Mother_In_Law-SoundBible_uid-r2q9l6.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Mother_In_Law-SoundBible_uid-w06jo6,w06jo6,Mother_In_Law-SoundBible_uid-w06jo6.wav,audio/Mother_In_Law-SoundBible_uid-w06jo6.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Mother_In_Law-SoundBible_uid-z92smn,z92smn,Mother_In_Law-SoundBible_uid-z92smn.wav,audio/Mother_In_Law-SoundBible_uid-z92smn.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Motorcycle_Engine-SoundBible_uid-532kor,532kor,Motorcycle_Engine-SoundBible_uid-532kor.wav,audio/Motorcycle_Engine-SoundBible_uid-532kor.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,44100,1,2025-11-09,Motorcycle engine,,,,,30000,10
Motorcycle_Engine-SoundBible_uid-5o451c,5o451c,Motorcycle_Engine-SoundBible_uid-5o451c.wav,audio/Motorcycle_Engine-SoundBible_uid-5o451c.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Motorcycle_Engine-SoundBible_uid-ed9qr0,ed9qr0,Motorcycle_Engine-SoundBible_uid-ed9qr0.wav,audio/Motorcycle_Engine-SoundBible_uid-ed9qr0.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,44100,1,2025-11-09,Motorcycle engine,,,,,30000,10
Motorcycle_Engine-SoundBible_uid-l2zh6x,l2zh6x,Motorcycle_Engine-SoundBible_uid-l2zh6x.wav,audio/Motorcycle_Engine-SoundBible_uid-l2zh6x.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,44100,1,2025-11-09,Motorcycle engine,,,,,30000,10
Motorcycle_Engine-SoundBible_uid-nj61gd,nj61gd,Motorcycle_Engine-SoundBible_uid-nj61gd.wav,audio/Motorcycle_Engine-SoundBible_uid-nj61gd.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Motorcycle_Engine-SoundBible_uid-nylusr,nylusr,Motorcycle_Engine-SoundBible_uid-nylusr.wav,audio/Motorcycle_Engine-SoundBible_uid-nylusr.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Motorcycle_Engine-SoundBible_uid-vcok6o,vcok6o,Motorcycle_Engine-SoundBible_uid-vcok6o.wav,audio/Motorcycle_Engine-SoundBible_uid-vcok6o.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Neighborhood_Dogs Barking-SoundBible_uid-6psl8n,6psl8n,Neighborhood_Dogs Barking-SoundBible_uid-6psl8n.wav,audio/Neighborhood_Dogs Barking-SoundBible_uid-6psl8n.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Neighborhood_Dogs Barking-SoundBible_uid-b8m1ha,b8m1ha,Neighborhood_Dogs Barking-SoundBible_uid-b8m1ha.wav,audio/Neighborhood_Dogs Barking-SoundBible_uid-b8m1ha.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Neighborhood_Dogs Barking-SoundBible_uid-i17h1l,i17h1l,Neighborhood_Dogs Barking-SoundBible_uid-i17h1l.wav,audio/Neighborhood_Dogs Barking-SoundBible_uid-i17h1l.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Neighborhood_Dogs Barking-SoundBible_uid-jq0pvf,jq0pvf,Neighborhood_Dogs Barking-SoundBible_uid-jq0pvf.wav,audio/Neighborhood_Dogs Barking-SoundBible_uid-jq0pvf.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Neighborhood_Dogs Barking-SoundBible_uid-lnpr65,lnpr65,Neighborhood_Dogs Barking-SoundBible_uid-lnpr65.wav,audio/Neighborhood_Dogs Barking-SoundBible_uid-lnpr65.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Neighborhood_Dogs Barking-SoundBible_uid-u0utjf,u0utjf,Neighborhood_Dogs Barking-SoundBible_uid-u0utjf.wav,audio/Neighborhood_Dogs Barking-SoundBible_uid-u0utjf.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Obama_Speech Liar-SoundBible_uid-56tkh6,56tkh6,Obama_Speech Liar-SoundBible_uid-56tkh6.wav,audio/Obama_Speech Liar-SoundBible_uid-56tkh6.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Obama_Speech Liar-SoundBible_uid-it25ex,it25ex,Obama_Speech Liar-SoundBible_uid-it25ex.wav,audio/Obama_Speech Liar-SoundBible_uid-it25ex.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Obama_Speech Liar-SoundBible_uid-m55wqm,m55wqm,Obama_Speech Liar-SoundBible_uid-m55wqm.wav,audio/Obama_Speech Liar-SoundBible_uid-m55wqm.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Obama_Speech Liar-SoundBible_uid-o893eg,o893eg,Obama_Speech Liar-SoundBible_uid-o893eg.wav,audio/Obama_Speech Liar-SoundBible_uid-o893eg.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Obama_Speech Liar-SoundBible_uid-vfb2cc,vfb2cc,Obama_Speech Liar-SoundBible_uid-vfb2cc.wav,audio/Obama_Speech Liar-SoundBible_uid-vfb2cc.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Old_Door_Creaking-SoundBible_uid-0cxhr5,0cxhr5,Old_Door_Creaking-SoundBible_uid-0cxhr5.wav,audio/Old_Door_Creaking-SoundBible_uid-0cxhr5.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Old_Door_Creaking-SoundBible_uid-0yquhs,0yquhs,Old_Door_Creaking-SoundBible_uid-0yquhs.wav,audio/Old_Door_Creaking-SoundBible_uid-0yquhs.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Old_Door_Creaking-SoundBible_uid-12sdup,12sdup,Old_Door_Creaking-SoundBible_uid-12sdup.wav,audio/Old_Door_Creaking-SoundBible_uid-12sdup.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Old_Door_Creaking-SoundBible_uid-3nda72,3nda72,Old_Door_Creaking-SoundBible_uid-3nda72.wav,audio/Old_Door_Creaking-SoundBible_uid-3nda72.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Old_Door_Creaking-SoundBible_uid-3zq0t3,3zq0t3,Old_Door_Creaking-SoundBible_uid-3zq0t3.wav,audio/Old_Door_Creaking-SoundBible_uid-3zq0t3.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Old_Door_Creaking-SoundBible_uid-6phapn,6phapn,Old_Door_Creaking-SoundBible_uid-6phapn.wav,audio/Old_Door_Creaking-SoundBible_uid-6phapn.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Old_Door_Creaking-SoundBible_uid-ltu6v6,ltu6v6,Old_Door_Creaking-SoundBible_uid-ltu6v6.wav,audio/Old_Door_Creaking-SoundBible_uid-ltu6v6.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Old_Door_Creaking-SoundBible_uid-rehqyi,rehqyi,Old_Door_Creaking-SoundBible_uid-rehqyi.wav,audio/Old_Door_Creaking-SoundBible_uid-rehqyi.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Old_Door_Creaking-SoundBible_uid-ugdlcw,ugdlcw,Old_Door_Creaking-SoundBible_uid-ugdlcw.wav,audio/Old_Door_Creaking-SoundBible_uid-ugdlcw.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Old_Door_Creaking-SoundBible_uid-vmd0mi,vmd0mi,Old_Door_Creaking-SoundBible_uid-vmd0mi.wav,audio/Old_Door_Creaking-SoundBible_uid-vmd0mi.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
People_Screaming-SoundBible_uid-3uupv3,3uupv3,People_Screaming-SoundBible_uid-3uupv3.wav,audio/People_Screaming-SoundBible_uid-3uupv3.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
People_Screaming-SoundBible_uid-bp2stl,bp2stl,People_Screaming-SoundBible_uid-bp2stl.wav,audio/People_Screaming-SoundBible_uid-bp2stl.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
People_Screaming-SoundBible_uid-hfkye2,hfkye2,People_Screaming-SoundBible_uid-hfkye2.wav,audio/People_Screaming-SoundBible_uid-hfkye2.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
People_Screaming-SoundBible_uid-izy7pt,izy7pt,People_Screaming-SoundBible_uid-izy7pt.wav,audio/People_Screaming-SoundBible_uid-izy7pt.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Person_Screaming No-SoundBible_uid-1cr947,1cr947,Person_Screaming No-SoundBible_uid-1cr947.wav,audio/Person_Screaming No-SoundBible_uid-1cr947.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Police Siren 3-SoundBible_uid-2pvfa4,2pvfa4,Police Siren 3-SoundBible_uid-2pvfa4.wav,audio/Police Siren 3-SoundBible_uid-2pvfa4.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Police Siren 3-SoundBible_uid-3d5i8j,3d5i8j,Police Siren 3-SoundBible_uid-3d5i8j.wav,audio/Police Siren 3-SoundBible_uid-3d5i8j.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Police Siren 3-SoundBible_uid-cycqe4,cycqe4,Police Siren 3-SoundBible_uid-cycqe4.wav,audio/Police Siren 3-SoundBible_uid-cycqe4.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Police_Siren-SoundBible_uid-5des6p,5des6p,Police_Siren-SoundBible_uid-5des6p.wav,audio/Police_Siren-SoundBible_uid-5des6p.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Police_Siren_2-SoundBible_uid-mvtx9k,mvtx9k,Police_Siren_2-SoundBible_uid-mvtx9k.wav,audio/Police_Siren_2-SoundBible_uid-mvtx9k.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Police_Siren_2-SoundBible_uid-v714xd,v714xd,Police_Siren_2-SoundBible_uid-v714xd.wav,audio/Police_Siren_2-SoundBible_uid-v714xd.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Police_TheCristi95-214716303_uid-fqrk8v,fqrk8v,Police_TheCristi95-214716303_uid-fqrk8v.wav,audio/Police_TheCristi95-214716303_uid-fqrk8v.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Psycho_Scream-SoundBible_uid-2utxng,2utxng,Psycho_Scream-SoundBible_uid-2utxng.wav,audio/Psycho_Scream-SoundBible_uid-2utxng.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,44100,1,2025-11-09,Psycho scream,,,,,30000,10
Psycho_Scream-SoundBible_uid-41fmfi,41fmfi,Psycho_Scream-SoundBible_uid-41fmfi.wav,audio/Psycho_Scream-SoundBible_uid-41fmfi.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Psycho_Scream-SoundBible_uid-42a8md,42a8md,Psycho_Scream-SoundBible_uid-42a8md.wav,audio/Psycho_Scream-SoundBible_uid-42a8md.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvent,44100,1,2025-11-09,Psycho scream,,,,,30000,10
Psycho_Scream-SoundBible_uid-b3cndq,b3cndq,Psycho_Scream-SoundBible_uid-b3cndq.wav,audio/Psycho_Scream-SoundBible_uid-b3cndq.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Public_Transit_Bus-SoundBible_uid-3i5t22,3i5t22,Public_Transit_Bus-SoundBible_uid-3i5t22.wav,audio/Public_Transit_Bus-SoundBible_uid-3i5t22.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Public_Transit_Bus-SoundBible_uid-8f576m,8f576m,Public_Transit_Bus-SoundBible_uid-8f576m.wav,audio/Public_Transit_Bus-SoundBible_uid-8f576m.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Public_Transit_Bus-SoundBible_uid-a8fyah,a8fyah,Public_Transit_Bus-SoundBible_uid-a8fyah.wav,audio/Public_Transit_Bus-SoundBible_uid-a8fyah.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Public_Transit_Bus-SoundBible_uid-cwr0mf,cwr0mf,Public_Transit_Bus-SoundBible_uid-cwr0mf.wav,audio/Public_Transit_Bus-SoundBible_uid-cwr0mf.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Public_Transit_Bus-SoundBible_uid-mysutj,mysutj,Public_Transit_Bus-SoundBible_uid-mysutj.wav,audio/Public_Transit_Bus-SoundBible_uid-mysutj.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Public_Transit_Bus-SoundBible_uid-ubrqyj,ubrqyj,Public_Transit_Bus-SoundBible_uid-ubrqyj.wav,audio/Public_Transit_Bus-SoundBible_uid-ubrqyj.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Puppy_Dog Barking-SoundBible_uid-0qy0mv,0qy0mv,Puppy_Dog Barking-SoundBible_uid-0qy0mv.wav,audio/Puppy_Dog Barking-SoundBible_uid-0qy0mv.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Puppy_Dog Barking-SoundBible_uid-2xlf8k,2xlf8k,Puppy_Dog Barking-SoundBible_uid-2xlf8k.wav,audio/Puppy_Dog Barking-SoundBible_uid-2xlf8k.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Puppy_Dog Barking-SoundBible_uid-5q8j8z,5q8j8z,Puppy_Dog Barking-SoundBible_uid-5q8j8z.wav,audio/Puppy_Dog Barking-SoundBible_uid-5q8j8z.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Puppy_Dog Barking-SoundBible_uid-6ig5tz,6ig5tz,Puppy_Dog Barking-SoundBible_uid-6ig5tz.wav,audio/Puppy_Dog Barking-SoundBible_uid-6ig5tz.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Puppy_Dog Barking-SoundBible_uid-6o7irb,6o7irb,Puppy_Dog Barking-SoundBible_uid-6o7irb.wav,audio/Puppy_Dog Barking-SoundBible_uid-6o7irb.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Puppy_Dog Barking-SoundBible_uid-7qzkxg,7qzkxg,Puppy_Dog Barking-SoundBible_uid-7qzkxg.wav,audio/Puppy_Dog Barking-SoundBible_uid-7qzkxg.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Puppy_Dog Barking-SoundBible_uid-8x7knz,8x7knz,Puppy_Dog Barking-SoundBible_uid-8x7knz.wav,audio/Puppy_Dog Barking-SoundBible_uid-8x7knz.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Puppy_Dog Barking-SoundBible_uid-fqrqmg,fqrqmg,Puppy_Dog Barking-SoundBible_uid-fqrqmg.wav,audio/Puppy_Dog Barking-SoundBible_uid-fqrqmg.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Puppy_Dog Barking-SoundBible_uid-h2kk2o,h2kk2o,Puppy_Dog Barking-SoundBible_uid-h2kk2o.wav,audio/Puppy_Dog Barking-SoundBible_uid-h2kk2o.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Puppy_Dog Barking-SoundBible_uid-hhl2n0,hhl2n0,Puppy_Dog Barking-SoundBible_uid-hhl2n0.wav,audio/Puppy_Dog Barking-SoundBible_uid-hhl2n0.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Puppy_Dog Barking-SoundBible_uid-hwenxp,hwenxp,Puppy_Dog Barking-SoundBible_uid-hwenxp.wav,audio/Puppy_Dog Barking-SoundBible_uid-hwenxp.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Puppy_Dog Barking-SoundBible_uid-izcqml,izcqml,Puppy_Dog Barking-SoundBible_uid-izcqml.wav,audio/Puppy_Dog Barking-SoundBible_uid-izcqml.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Puppy_Dog Barking-SoundBible_uid-v9bdxr,v9bdxr,Puppy_Dog Barking-SoundBible_uid-v9bdxr.wav,audio/Puppy_Dog Barking-SoundBible_uid-v9bdxr.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Race_Car Idle-SoundBible_uid-5f9xm2,5f9xm2,Race_Car Idle-SoundBible_uid-5f9xm2.wav,audio/Race_Car Idle-SoundBible_uid-5f9xm2.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Race_Car Idle-SoundBible_uid-dkehib,dkehib,Race_Car Idle-SoundBible_uid-dkehib.wav,audio/Race_Car Idle-SoundBible_uid-dkehib.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Race_Car Idle-SoundBible_uid-z20zcy,z20zcy,Race_Car Idle-SoundBible_uid-z20zcy.wav,audio/Race_Car Idle-SoundBible_uid-z20zcy.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Random_Son_Talk-SoundBible_uid-1ym4hc,1ym4hc,Random_Son_Talk-SoundBible_uid-1ym4hc.wav,audio/Random_Son_Talk-SoundBible_uid-1ym4hc.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Random_Son_Talk-SoundBible_uid-8mu830,8mu830,Random_Son_Talk-SoundBible_uid-8mu830.wav,audio/Random_Son_Talk-SoundBible_uid-8mu830.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Random_Son_Talk-SoundBible_uid-kqlhrz,kqlhrz,Random_Son_Talk-SoundBible_uid-kqlhrz.wav,audio/Random_Son_Talk-SoundBible_uid-kqlhrz.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Random_Son_Talk-SoundBible_uid-zdgyqp,zdgyqp,Random_Son_Talk-SoundBible_uid-zdgyqp.wav,audio/Random_Son_Talk-SoundBible_uid-zdgyqp.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Restaurant Walla Track-SoundBible_uid-kjeqfn,kjeqfn,Restaurant Walla Track-SoundBible_uid-kjeqfn.wav,audio/Restaurant Walla Track-SoundBible_uid-kjeqfn.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Restaurant Walla Track-SoundBible_uid-l5x040,l5x040,Restaurant Walla Track-SoundBible_uid-l5x040.wav,audio/Restaurant Walla Track-SoundBible_uid-l5x040.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Restaurant Walla Track-SoundBible_uid-qhfjn5,qhfjn5,Restaurant Walla Track-SoundBible_uid-qhfjn5.wav,audio/Restaurant Walla Track-SoundBible_uid-qhfjn5.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Restaurant Walla Track-SoundBible_uid-rk74im,rk74im,Restaurant Walla Track-SoundBible_uid-rk74im.wav,audio/Restaurant Walla Track-SoundBible_uid-rk74im.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Restaurant Walla Track-SoundBible_uid-w5x690,w5x690,Restaurant Walla Track-SoundBible_uid-w5x690.wav,audio/Restaurant Walla Track-SoundBible_uid-w5x690.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Restaurant_Ambiance -SoundBible_uid-bdjnou,bdjnou,Restaurant_Ambiance -SoundBible_uid-bdjnou.wav,audio/Restaurant_Ambiance -SoundBible_uid-bdjnou.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Restaurant_Ambiance -SoundBible_uid-fmre0f,fmre0f,Restaurant_Ambiance -SoundBible_uid-fmre0f.wav,audio/Restaurant_Ambiance -SoundBible_uid-fmre0f.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Restaurant_Ambiance -SoundBible_uid-k3gzvh,k3gzvh,Restaurant_Ambiance -SoundBible_uid-k3gzvh.wav,audio/Restaurant_Ambiance -SoundBible_uid-k3gzvh.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Restaurant_Ambiance -SoundBible_uid-lgpjkd,lgpjkd,Restaurant_Ambiance -SoundBible_uid-lgpjkd.wav,audio/Restaurant_Ambiance -SoundBible_uid-lgpjkd.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
